program	size	time	mean	sd
biojsmsa	512	1.5992604476	1.6249936198000001	0.03572417313965839
biojsmsa	512	1.6036062415999999	1.6249936198000001	0.03572417313965839
biojsmsa	512	1.5824107136	1.6249936198000001	0.03572417313965839
biojsmsa	512	1.6282760456	1.6249936198000001	0.03572417313965839
biojsmsa	8192	3.9829433992400003	4.0606929339399995	0.0991498238172992
biojsmsa	8192	4.192809421240001	4.0606929339399995	0.0991498238172992
biojsmsa	8192	3.94867381724	4.0606929339399995	0.0991498238172992
biojsmsa	8192	3.91551979024	4.0606929339399995	0.0991498238172992
biojsmsa	8192	4.170104821240001	4.0606929339399995	0.0991498238172992
biojsmsa	8192	4.02106132124	4.0606929339399995	0.0991498238172992
biojsmsa	8192	4.072544429240001	4.0606929339399995	0.0991498238172992
biojsmsa	8192	4.13928024524	4.0606929339399995	0.0991498238172992
biojsmsa	8192	4.00923887224	4.0606929339399995	0.0991498238172992
biojsmsa	8192	4.15475322224	4.0606929339399995	0.0991498238172992
jalview	1024	26.569431130599998	24.779926694	1.088917551905917
jalview	1024	23.9620928766	24.779926694	1.088917551905917
jalview	1024	25.1432492586	24.779926694	1.088917551905917
jalview	1024	23.6963351636	24.779926694	1.088917551905917
jalview	1024	23.9964772816	24.779926694	1.088917551905917
jalview	1024	24.3684058196	24.779926694	1.088917551905917
jalview	1024	23.2818434546	24.779926694	1.088917551905917
jalview	1024	25.1430276326	24.779926694	1.088917551905917
jalview	1024	25.5234863746	24.779926694	1.088917551905917
jalview	1024	26.1149179476	24.779926694	1.088917551905917
jalview	128	23.648991978420003	22.56361390232	2.375266100634711
jalview	128	23.577286298420002	22.56361390232	2.375266100634711
jalview	128	20.483770312420003	22.56361390232	2.375266100634711
jalview	128	21.670154563420002	22.56361390232	2.375266100634711
jalview	128	22.52799696342	22.56361390232	2.375266100634711
jalview	128	20.792312322420003	22.56361390232	2.375266100634711
jalview	128	20.694701119420003	22.56361390232	2.375266100634711
jalview	128	20.77803418342	22.56361390232	2.375266100634711
jalview	128	28.335018337420003	22.56361390232	2.375266100634711
jalview	128	23.12787294442	22.56361390232	2.375266100634711
jalview	2048	22.99708339036	28.991100396260002	6.249493598160791
jalview	2048	25.500773465360002	28.991100396260002	6.249493598160791
jalview	2048	37.732918100359996	28.991100396260002	6.249493598160791
jalview	2048	24.55534458636	28.991100396260002	6.249493598160791
jalview	2048	24.35232610236	28.991100396260002	6.249493598160791
jalview	2048	40.190919013359995	28.991100396260002	6.249493598160791
jalview	2048	25.16869340936	28.991100396260002	6.249493598160791
jalview	2048	24.53266153536	28.991100396260002	6.249493598160791
jalview	2048	33.45630876736	28.991100396260002	6.249493598160791
jalview	2048	31.42397559236	28.991100396260002	6.249493598160791
jalview	256	21.6134671656	24.0136975712	3.4514621359443955
jalview	256	22.756244497599997	24.0136975712	3.4514621359443955
jalview	256	22.8616403516	24.0136975712	3.4514621359443955
jalview	256	22.9449464756	24.0136975712	3.4514621359443955
jalview	256	30.8342719196	24.0136975712	3.4514621359443955
jalview	256	21.511932850599997	24.0136975712	3.4514621359443955
jalview	256	24.197102608599998	24.0136975712	3.4514621359443955
jalview	256	29.877994511599997	24.0136975712	3.4514621359443955
jalview	256	21.5169814886	24.0136975712	3.4514621359443955
jalview	256	22.0223938426	24.0136975712	3.4514621359443955
jalview	4096	60.46340351698	58.933576017280004	4.723828731408525
jalview	4096	60.29173410598	58.933576017280004	4.723828731408525
jalview	4096	53.43532333398	58.933576017280004	4.723828731408525
jalview	4096	67.41192345498	58.933576017280004	4.723828731408525
jalview	4096	59.32531123198	58.933576017280004	4.723828731408525
jalview	4096	59.45632287898	58.933576017280004	4.723828731408525
jalview	4096	53.02703333498	58.933576017280004	4.723828731408525
jalview	4096	63.36252234098	58.933576017280004	4.723828731408525
jalview	4096	59.85404920898	58.933576017280004	4.723828731408525
jalview	4096	52.70813676498	58.933576017280004	4.723828731408525
jalview	512	22.51271706812	22.57801503762	0.6391833551251149
jalview	512	22.26453736812	22.57801503762	0.6391833551251149
jalview	512	23.58673220212	22.57801503762	0.6391833551251149
jalview	512	22.44126349812	22.57801503762	0.6391833551251149
jalview	512	23.19372035112	22.57801503762	0.6391833551251149
jalview	512	22.52158180812	22.57801503762	0.6391833551251149
jalview	512	23.33076800812	22.57801503762	0.6391833551251149
jalview	512	22.24598584812	22.57801503762	0.6391833551251149
jalview	512	21.39759870012	22.57801503762	0.6391833551251149
jalview	512	22.28524552412	22.57801503762	0.6391833551251149
reactmsaview	1024	1.8689551010800003	1.7419065976800003	0.07925393774379692
reactmsaview	1024	1.8392167480800001	1.7419065976800003	0.07925393774379692
reactmsaview	1024	1.68543780008	1.7419065976800003	0.07925393774379692
reactmsaview	1024	1.7528144170800002	1.7419065976800003	0.07925393774379692
reactmsaview	1024	1.6647063050800002	1.7419065976800003	0.07925393774379692
reactmsaview	1024	1.59927344108	1.7419065976800003	0.07925393774379692
reactmsaview	1024	1.7475011380800003	1.7419065976800003	0.07925393774379692
reactmsaview	1024	1.7300732750800003	1.7419065976800003	0.07925393774379692
reactmsaview	1024	1.76866764408	1.7419065976800003	0.07925393774379692
reactmsaview	1024	1.7624201070800003	1.7419065976800003	0.07925393774379692
reactmsaview	128	1.7709793061599999	1.7168230259599995	0.07521428495363854
reactmsaview	128	1.81692013016	1.7168230259599995	0.07521428495363854
reactmsaview	128	1.8576578581599998	1.7168230259599995	0.07521428495363854
reactmsaview	128	1.65520373316	1.7168230259599995	0.07521428495363854
reactmsaview	128	1.6959896021599998	1.7168230259599995	0.07521428495363854
reactmsaview	128	1.6469654431599998	1.7168230259599995	0.07521428495363854
reactmsaview	128	1.73285747516	1.7168230259599995	0.07521428495363854
reactmsaview	128	1.67550109216	1.7168230259599995	0.07521428495363854
reactmsaview	128	1.66674550016	1.7168230259599995	0.07521428495363854
reactmsaview	128	1.64941011916	1.7168230259599995	0.07521428495363854
reactmsaview	16384	8.51879716	8.7497080646	0.2684940798374038
reactmsaview	16384	9.41055247	8.7497080646	0.2684940798374038
reactmsaview	16384	8.613046233	8.7497080646	0.2684940798374038
reactmsaview	16384	8.573956575	8.7497080646	0.2684940798374038
reactmsaview	16384	8.758634689	8.7497080646	0.2684940798374038
reactmsaview	16384	8.627328996000001	8.7497080646	0.2684940798374038
reactmsaview	16384	9.0057966	8.7497080646	0.2684940798374038
reactmsaview	16384	8.600224377	8.7497080646	0.2684940798374038
reactmsaview	16384	8.701233975000001	8.7497080646	0.2684940798374038
reactmsaview	16384	8.687509571	8.7497080646	0.2684940798374038
reactmsaview	2048	1.87946548666	1.8960053832600003	0.11117118032096922
reactmsaview	2048	1.79012463666	1.8960053832600003	0.11117118032096922
reactmsaview	2048	1.8322383106600002	1.8960053832600003	0.11117118032096922
reactmsaview	2048	1.81598261566	1.8960053832600003	0.11117118032096922
reactmsaview	2048	2.03452741666	1.8960053832600003	0.11117118032096922
reactmsaview	2048	1.91676757266	1.8960053832600003	0.11117118032096922
reactmsaview	2048	1.74705655666	1.8960053832600003	0.11117118032096922
reactmsaview	2048	1.8508175476600002	1.8960053832600003	0.11117118032096922
reactmsaview	2048	2.05397125866	1.8960053832600003	0.11117118032096922
reactmsaview	2048	2.03910243066	1.8960053832600003	0.11117118032096922
reactmsaview	256	1.80523602468	1.82918387578	0.06415313524004164
reactmsaview	256	1.78517200268	1.82918387578	0.06415313524004164
reactmsaview	256	1.93000642168	1.82918387578	0.06415313524004164
reactmsaview	256	1.93797890768	1.82918387578	0.06415313524004164
reactmsaview	256	1.7554254516799999	1.82918387578	0.06415313524004164
reactmsaview	256	1.85835847168	1.82918387578	0.06415313524004164
reactmsaview	256	1.77753486968	1.82918387578	0.06415313524004164
reactmsaview	256	1.85506127268	1.82918387578	0.06415313524004164
reactmsaview	256	1.78015741768	1.82918387578	0.06415313524004164
reactmsaview	256	1.80690791768	1.82918387578	0.06415313524004164
reactmsaview	4096	2.1417815526200004	2.2905278249200003	0.08803022572262914
reactmsaview	4096	2.21838769062	2.2905278249200003	0.08803022572262914
reactmsaview	4096	2.4112178026200004	2.2905278249200003	0.08803022572262914
reactmsaview	4096	2.24829564762	2.2905278249200003	0.08803022572262914
reactmsaview	4096	2.25147769862	2.2905278249200003	0.08803022572262914
reactmsaview	4096	2.32150411362	2.2905278249200003	0.08803022572262914
reactmsaview	4096	2.4411200726200004	2.2905278249200003	0.08803022572262914
reactmsaview	4096	2.31460236862	2.2905278249200003	0.08803022572262914
reactmsaview	4096	2.2745343626200003	2.2905278249200003	0.08803022572262914
reactmsaview	4096	2.28235693962	2.2905278249200003	0.08803022572262914
reactmsaview	512	1.79046319568	1.80379856528	0.07077719133186296
reactmsaview	512	1.9388567136800001	1.80379856528	0.07077719133186296
reactmsaview	512	1.76839383468	1.80379856528	0.07077719133186296
reactmsaview	512	1.76038481768	1.80379856528	0.07077719133186296
reactmsaview	512	1.74642715368	1.80379856528	0.07077719133186296
reactmsaview	512	1.78621990368	1.80379856528	0.07077719133186296
reactmsaview	512	1.7805868256800002	1.80379856528	0.07077719133186296
reactmsaview	512	1.7290543416800002	1.80379856528	0.07077719133186296
reactmsaview	512	1.81707073868	1.80379856528	0.07077719133186296
reactmsaview	512	1.9205281276800001	1.80379856528	0.07077719133186296
reactmsaview	8192	3.5411469166000002	3.5282914567	0.06763384330176377
reactmsaview	8192	3.5679646196	3.5282914567	0.06763384330176377
reactmsaview	8192	3.5510855906	3.5282914567	0.06763384330176377
reactmsaview	8192	3.5833639136	3.5282914567	0.06763384330176377
reactmsaview	8192	3.4427691946000003	3.5282914567	0.06763384330176377
reactmsaview	8192	3.5470157416	3.5282914567	0.06763384330176377
reactmsaview	8192	3.5362540346	3.5282914567	0.06763384330176377
reactmsaview	8192	3.4201123316	3.5282914567	0.06763384330176377
reactmsaview	8192	3.6354155006	3.5282914567	0.06763384330176377
reactmsaview	8192	3.4577867236	3.5282914567	0.06763384330176377
wasabi	1024	11.27291755662	10.67662867492	1.2722589433517129
wasabi	1024	11.22840611162	10.67662867492	1.2722589433517129
wasabi	1024	10.95081067962	10.67662867492	1.2722589433517129
wasabi	1024	11.83380600362	10.67662867492	1.2722589433517129
wasabi	1024	11.10353733062	10.67662867492	1.2722589433517129
wasabi	1024	10.72051738262	10.67662867492	1.2722589433517129
wasabi	1024	7.90043702162	10.67662867492	1.2722589433517129
wasabi	1024	8.91170619062	10.67662867492	1.2722589433517129
wasabi	1024	10.98860878262	10.67662867492	1.2722589433517129
wasabi	1024	11.85553968962	10.67662867492	1.2722589433517129
wasabi	128	6.08538434942	6.02916810062	0.34765130902423147
wasabi	128	6.60316934942	6.02916810062	0.34765130902423147
wasabi	128	5.63275438442	6.02916810062	0.34765130902423147
wasabi	128	6.23912145042	6.02916810062	0.34765130902423147
wasabi	128	6.40428149442	6.02916810062	0.34765130902423147
wasabi	128	5.63310151742	6.02916810062	0.34765130902423147
wasabi	128	5.9994427224199995	6.02916810062	0.34765130902423147
wasabi	128	5.59788370342	6.02916810062	0.34765130902423147
wasabi	128	5.86294362942	6.02916810062	0.34765130902423147
wasabi	128	6.2335984054199995	6.02916810062	0.34765130902423147
wasabi	2048	17.091240869019998	13.84885376412	2.783981361945018
wasabi	2048	12.44011851902	13.84885376412	2.783981361945018
wasabi	2048	17.66419971102	13.84885376412	2.783981361945018
wasabi	2048	11.54125481002	13.84885376412	2.783981361945018
wasabi	2048	10.78816621802	13.84885376412	2.783981361945018
wasabi	2048	17.26132841902	13.84885376412	2.783981361945018
wasabi	2048	14.70290433702	13.84885376412	2.783981361945018
wasabi	2048	14.398209747020001	13.84885376412	2.783981361945018
wasabi	2048	10.21799810502	13.84885376412	2.783981361945018
wasabi	2048	12.38311690602	13.84885376412	2.783981361945018
wasabi	256	5.95573082674	6.12840493064	0.487301341170067
wasabi	256	6.2150947827400005	6.12840493064	0.487301341170067
wasabi	256	5.85998751674	6.12840493064	0.487301341170067
wasabi	256	6.18027434974	6.12840493064	0.487301341170067
wasabi	256	5.94156142974	6.12840493064	0.487301341170067
wasabi	256	6.39153868874	6.12840493064	0.487301341170067
wasabi	256	7.17656342174	6.12840493064	0.487301341170067
wasabi	256	6.21690719374	6.12840493064	0.487301341170067
wasabi	256	6.12043354274	6.12840493064	0.487301341170067
wasabi	256	5.22595755374	6.12840493064	0.487301341170067
wasabi	4096	21.86277479008	26.688770920979998	6.807545774731806
wasabi	4096	32.65156762608	26.688770920979998	6.807545774731806
wasabi	4096	39.79261489108	26.688770920979998	6.807545774731806
wasabi	4096	25.34742422708	26.688770920979998	6.807545774731806
wasabi	4096	19.08983278108	26.688770920979998	6.807545774731806
wasabi	4096	22.69751761108	26.688770920979998	6.807545774731806
wasabi	4096	21.25687006008	26.688770920979998	6.807545774731806
wasabi	4096	32.80461572808	26.688770920979998	6.807545774731806
wasabi	4096	30.28353102408	26.688770920979998	6.807545774731806
wasabi	4096	21.10096047108	26.688770920979998	6.807545774731806
wasabi	512	8.030197034199999	8.212339102700001	0.4061658101552102
wasabi	512	7.7654974332	8.212339102700001	0.4061658101552102
wasabi	512	8.758115883199999	8.212339102700001	0.4061658101552102
wasabi	512	7.9505531072	8.212339102700001	0.4061658101552102
wasabi	512	7.9538075152	8.212339102700001	0.4061658101552102
wasabi	512	7.6675987022	8.212339102700001	0.4061658101552102
wasabi	512	8.268736131199999	8.212339102700001	0.4061658101552102
wasabi	512	8.8466749582	8.212339102700001	0.4061658101552102
wasabi	512	8.3646934302	8.212339102700001	0.4061658101552102
wasabi	512	8.5175168322	8.212339102700001	0.4061658101552102
wasabi	8192	47.4435511805	49.780246152500006	19.809675632947812
wasabi	8192	57.405109055500006	49.780246152500006	19.809675632947812
wasabi	8192	69.2261580275	49.780246152500006	19.809675632947812
wasabi	8192	69.45676085550001	49.780246152500006	19.809675632947812
wasabi	8192	30.2963086325	49.780246152500006	19.809675632947812
wasabi	8192	33.917864561500004	49.780246152500006	19.809675632947812
wasabi	8192	54.729556573500005	49.780246152500006	19.809675632947812
wasabi	8192	18.0623860885	49.780246152500006	19.809675632947812
wasabi	8192	79.6612192625	49.780246152500006	19.809675632947812
wasabi	8192	37.6035472875	49.780246152500006	19.809675632947812
